emp_id,name,gender,age,department,sub_function,band,location,date_of_joining,tenure_years,monthly_ctc,band_midpoint,comp_ratio,last_promotion_years,commute_km,engagement_score,performance_rating,work_mode,attrition_flag,attrition_month,attrition_reason,manager_id
EMP-00153,Sunita Sharma,M,36,Customer Service,Consumer Care,M1,Ahmedabad,2018-03-17,7.8,35944,35000,1.027,2.1,5,2.1,1,On-site,1,2025-06-07,low performance rating,EMP-00374
EMP-00154,Meera Das,M,43,Sales,Sales Ops,M2,Kanpur,2016-11-28,9.1,55278,55000,1.005,0.6,18,2.9,5,On-site,0,,,EMP-02695
EMP-00155,Meera Malhotra,F,29,R&D,Product Dev,M1,Chennai,2024-10-20,1.2,38108,35000,1.089,0.7,14,4.9,1,On-site,0,,,EMP-00301
EMP-00156,Deepak Yadav,M,29,Marketing,Brand,M3,Noida,2024-05-27,1.6,68858,85000,0.81,1.6,4,3.4,4,On-site,0,,,EMP-01586
EMP-00157,Sunita Menon,M,35,Legal,Contracts,M1,Rudrapur,2020-04-22,5.7,35056,35000,1.002,0.8,15,4.8,3,On-site,0,,,EMP-00551
EMP-00158,Reyansh Singh,M,37,Sales,Sales Ops,M3,Cuttack,2025-10-20,0.2,103792,85000,1.221,0.2,12,5.0,3,Hybrid,0,,,EMP-02441
EMP-00159,Vivaan Banerjee,M,27,Manufacturing,Maintenance,M3,Pune,2024-07-03,1.5,113254,85000,1.332,1.5,1,3.0,3,Hybrid,0,,,EMP-01306
EMP-00160,Ayesha Singh,F,33,Marketing,Brand,M3,Ahmedabad,2024-04-21,1.7,102410,85000,1.205,1.7,5,2.3,3,Hybrid,0,,,EMP-01256
EMP-00161,Sneha Rao,M,33,HR,HRBP,M1,Pune,2017-11-28,8.1,28408,35000,0.812,1.4,8,3.2,4,On-site,1,2025-07-13,below-band pay,EMP-01518
EMP-00162,Reyansh Iyer,F,21,Finance,Controllership,M5,Ahmedabad,2014-08-11,11.4,246599,230000,1.072,1.4,6,4.4,3,Hybrid,0,,,EMP-01579
EMP-00163,Aarav Menon,M,32,Sales,Key Accounts,M1,Rudrapur,2025-05-27,0.6,32294,35000,0.923,0.6,44,4.5,3,Hybrid,0,,,EMP-03378
EMP-00164,Arjun Pillai,M,33,Finance,FP&A,M1,Chennai,2023-03-17,2.8,36590,35000,1.045,0.5,6,5.0,3,On-site,0,,,EMP-02627
EMP-00165,Aadhya Yadav,M,33,R&D,Product Dev,M2,Noida,2020-10-21,5.2,48204,55000,0.876,2.1,12,3.4,3,On-site,0,,,EMP-01258
EMP-00166,Manish Nair,M,45,Manufacturing,Production,M2,Ludhiana,2024-04-21,1.7,39921,55000,0.726,1.7,17,3.8,5,On-site,0,,,EMP-03268
EMP-00167,Imran Shah,F,24,Manufacturing,Quality,M4,Bengaluru,2023-01-02,3.0,132283,140000,0.945,0.5,29,2.8,4,On-site,0,,,EMP-01950
EMP-00168,Priya Bose,M,27,Legal,Compliance,M4,Kolkata,2025-01-01,1.0,156186,140000,1.116,1.0,9,1.1,3,Hybrid,1,2025-05-20,low engagement,EMP-02291
EMP-00169,Farhan Deshpande,M,21,Manufacturing,Production,M2,Nagpur,2020-03-16,5.8,57534,55000,1.046,4.3,1,3.4,5,On-site,0,,,EMP-01917
EMP-00170,Sunita Banerjee,M,30,Customer Service,Distributor Care,M5,Cuttack,2020-04-22,5.7,244828,230000,1.064,0.5,9,2.4,3,On-site,0,,,EMP-00873
EMP-00171,Diya Patel,F,31,Supply Chain,Planning,M1,Ahmedabad,2023-09-15,2.3,36212,35000,1.035,2.3,25,4.0,2,On-site,0,,,EMP-02856
EMP-00172,Ishaan Malhotra,F,30,Supply Chain,Warehouse,M2,Ludhiana,2024-04-21,1.7,58560,55000,1.065,1.7,1,1.7,2,Hybrid,1,2025-09-15,low engagement,EMP-03848
EMP-00173,Aditya Verma,M,43,Legal,Compliance,M1,Ludhiana,2024-10-20,1.2,37965,35000,1.085,0.3,20,2.7,4,Hybrid,0,,,EMP-01563
EMP-00174,Ishaan Mehta,M,41,Customer Service,Consumer Care,M5,Rudrapur,2025-09-14,0.3,219892,230000,0.956,0.3,10,3.6,3,On-site,0,,,EMP-01384
EMP-00175,Sneha Bose,M,35,Supply Chain,Logistics,M1,Ahmedabad,2022-10-21,3.2,35464,35000,1.013,1.2,12,3.7,4,Remote,0,,,EMP-00880
EMP-00176,Imran Khan,M,31,HR,Payroll,M1,Cuttack,2017-09-16,8.3,44762,35000,1.279,0.7,1,3.4,3,On-site,0,,,EMP-00729
EMP-00177,Priya Mehta,M,42,Customer Service,Consumer Care,M2,Noida,2025-07-03,0.5,56250,55000,1.023,0.5,5,5.0,1,On-site,0,,,EMP-00460
EMP-00178,Sneha Yadav,M,34,R&D,Packaging Dev,M6,Ahmedabad,2023-11-27,2.1,382588,380000,1.007,0.1,3,4.8,3,On-site,0,,,
EMP-00179,Karan Joshi,M,27,IT,Data & Analytics,M4,Hyderabad,2017-07-05,8.5,142305,140000,1.016,7.1,3,2.8,3,Hybrid,0,,,EMP-03380
EMP-00180,Rohan Nair,M,21,Finance,Accounts Payable,M3,Ludhiana,2019-04-23,6.7,82036,85000,0.965,1.3,27,4.8,3,Hybrid,0,,,EMP-03226
EMP-00181,Farhan Mehta,M,30,Customer Service,Consumer Care,M4,Nagpur,2020-10-21,5.2,130248,140000,0.93,1.5,6,5.0,4,Hybrid,0,,,EMP-01767
EMP-00182,Rajesh Singh,M,40,Finance,FP&A,M4,Cuttack,2025-10-20,0.2,144674,140000,1.033,0.2,22,3.3,4,Hybrid,0,,,EMP-02480
EMP-00183,Kiara Kaur,M,52,HR,Talent Acquisition,M2,Nagpur,2021-07-04,4.5,50550,55000,0.919,0.5,42,3.4,3,On-site,0,,,EMP-02920
EMP-00184,Aarav Mukherjee,F,34,IT,Applications,M2,Kanpur,2024-08-09,1.4,53719,55000,0.977,1.4,5,3.4,4,On-site,0,,,EMP-00586
EMP-00185,Sneha Ahmed,M,28,Marketing,Brand,M3,Cuttack,2020-04-22,5.7,74249,85000,0.874,1.7,9,2.8,3,On-site,0,,,EMP-02829
EMP-00186,Rohan Verma,M,25,Legal,Compliance,M3,Nagpur,2025-01-01,1.0,86469,85000,1.017,1.0,37,2.9,4,On-site,0,,,EMP-00541
EMP-00187,Anika Mukherjee,F,38,Customer Service,Distributor Care,M2,Kanpur,2025-10-20,0.2,60141,55000,1.093,0.2,29,4.6,3,On-site,0,,,EMP-01384
EMP-00188,Simran Chauhan,F,21,Legal,Contracts,M1,Rudrapur,2023-03-17,2.8,33813,35000,0.966,2.8,8,3.8,4,On-site,1,2025-11-25,below-band pay,EMP-01719
EMP-00189,Vihaan Bose,F,38,Manufacturing,Production,M3,Rudrapur,2024-08-09,1.4,59500,85000,0.7,1.3,11,2.9,3,On-site,1,2025-09-06,below-band pay,EMP-03483
EMP-00190,Priya Rao,M,41,Finance,Controllership,M1,Ludhiana,2022-07-04,3.5,38306,35000,1.094,3.5,29,2.6,2,On-site,0,,,EMP-00526
EMP-00191,Aadhya Khan,M,37,Finance,Accounts Payable,M5,Indore,2024-09-14,1.3,234423,230000,1.019,1.3,16,2.7,4,On-site,0,,,EMP-01579
EMP-00192,Aadhya Malhotra,M,32,Manufacturing,Production,M1,Hyderabad,2020-01-03,6.0,29438,35000,0.841,1.9,1,3.3,3,Remote,0,,,EMP-03471
EMP-00193,Arjun Singh,F,39,Marketing,Digital,M1,Pune,2023-03-17,2.8,39330,35000,1.124,2.8,55,4.2,4,On-site,0,,,EMP-01699
EMP-00194,Aadhya Ahmed,M,35,Sales,Field Sales,M4,Cuttack,2024-10-20,1.2,108675,140000,0.776,1.2,7,2.6,3,Hybrid,1,2025-01-21,below-band pay,EMP-00382
EMP-00195,Farhan Kulkarni,M,28,R&D,Product Dev,M1,Rudrapur,2020-11-27,5.1,40854,35000,1.167,1.0,4,4.2,2,On-site,0,,,EMP-03101
EMP-00196,Meera Menon,M,49,Customer Service,Distributor Care,M1,Kanpur,2016-07-05,9.5,34679,35000,0.991,3.8,25,3.6,3,Hybrid,0,,,EMP-02260
EMP-00197,Amit Chauhan,M,31,Finance,FP&A,M3,Cuttack,2016-11-28,9.1,59500,85000,0.7,1.2,15,3.5,4,On-site,0,,,EMP-01021
EMP-00198,Sneha Pillai,M,40,R&D,Product Dev,M4,Chennai,2010-10-24,15.2,143995,140000,1.029,2.7,16,4.3,3,On-site,0,,,EMP-00544
EMP-00199,Amit Menon,M,21,Finance,FP&A,M1,Hyderabad,2021-04-22,4.7,32725,35000,0.935,3.3,15,4.2,3,On-site,0,,,EMP-03095
EMP-00200,Riya Bose,M,44,Sales,Sales Ops,M2,Guwahati,2022-03-16,3.8,50100,55000,0.911,3.8,2,2.1,1,On-site,1,2025-12-17,low performance rating,EMP-00252
EMP-00201,Amit Reddy,F,46,Manufacturing,Quality,M3,Hyderabad,2025-09-14,0.3,74967,85000,0.882,0.3,3,2.4,3,Hybrid,0,,,EMP-00468
EMP-00202,Reyansh Banerjee,F,34,Sales,Sales Ops,M6,Nagpur,2025-01-01,1.0,372265,380000,0.98,0.4,32,3.2,4,On-site,0,,,
EMP-00203,Aditya Chatterjee,M,38,Finance,Controllership,M2,Indore,2024-07-03,1.5,50730,55000,0.922,0.3,49,3.7,4,On-site,0,,,EMP-00394
EMP-00204,Aarohi Mishra,M,38,Manufacturing,Production,M1,Bengaluru,2022-11-27,3.1,24603,35000,0.703,3.1,1,4.6,3,On-site,0,,,EMP-03515
EMP-00205,Aarav Khan,F,29,Sales,Sales Ops,M1,Chennai,2019-02-09,6.9,42124,35000,1.204,1.2,17,3.5,3,On-site,0,,,EMP-02248
EMP-00206,Aarohi Kulkarni,M,38,Marketing,Brand,M1,Chennai,2023-08-09,2.4,33632,35000,0.961,0.0,12,4.9,3,On-site,0,,,EMP-02331
EMP-00207,Aarohi Banerjee,M,28,Manufacturing,Maintenance,M1,Kanpur,2024-11-26,1.1,30901,35000,0.883,1.1,1,2.8,4,On-site,0,,,EMP-02745
EMP-00208,Sunita Rao,M,29,Customer Service,Distributor Care,M3,Nagpur,2024-01-02,2.0,69653,85000,0.819,2.0,17,2.9,4,On-site,0,,,EMP-00543
EMP-00209,Anika Chatterjee,M,43,Finance,Controllership,M1,Ludhiana,2025-10-20,0.2,39316,35000,1.123,0.2,12,3.1,3,On-site,0,,,EMP-03553
EMP-00210,Amit Malhotra,M,42,HR,HRBP,M2,Chennai,2024-10-20,1.2,43574,55000,0.792,1.2,6,2.7,4,On-site,0,,,EMP-03152
EMP-00211,Pooja Rao,M,28,Legal,Contracts,M3,Ahmedabad,2025-10-20,0.2,86822,85000,1.021,0.2,22,4.4,3,On-site,0,,,EMP-02600
EMP-00212,Sanjay Reddy,M,28,Finance,Controllership,M3,Noida,2023-02-08,2.9,77062,85000,0.907,0.6,40,1.0,1,Remote,1,2025-03-19,low engagement,EMP-02902
EMP-00213,Aarav Kaur,M,29,Customer Service,Distributor Care,M1,Ludhiana,2015-07-06,10.5,32058,35000,0.916,0.3,29,2.9,2,On-site,1,2025-08-07,low performance rating,EMP-03825
EMP-00214,Aarav Gupta,M,40,Supply Chain,Warehouse,M4,Cuttack,2023-10-21,2.2,115280,140000,0.823,0.6,58,4.4,2,On-site,0,,,EMP-00006
EMP-00215,Priya Sharma,M,26,R&D,Packaging Dev,M3,Ludhiana,2020-05-29,5.6,76564,85000,0.901,3.1,4,3.1,3,Hybrid,0,,,EMP-00073
EMP-00216,Simran Iyer,M,37,R&D,Packaging Dev,M3,Pune,2021-04-22,4.7,85120,85000,1.001,0.1,15,4.4,2,Remote,1,2025-11-27,low performance rating,EMP-01385
EMP-00217,Rohan Mehta,F,40,Legal,Contracts,M1,Rudrapur,2022-02-08,3.9,36318,35000,1.038,2.0,9,5.0,2,Hybrid,0,,,EMP-01474
EMP-00218,Kavya Rao,M,33,Finance,Controllership,M1,Nagpur,2018-10-22,7.2,30601,35000,0.874,1.3,11,3.5,2,On-site,0,,,EMP-00148
EMP-00219,Sneha Mishra,M,42,Legal,Compliance,M5,Kolkata,2022-08-09,3.4,226654,230000,0.985,1.8,1,4.5,1,Hybrid,0,,,EMP-00541
EMP-00220,Neha Verma,M,32,IT,Infrastructure,M2,Indore,2022-02-08,3.9,62818,55000,1.142,0.5,8,5.0,3,On-site,0,,,EMP-03482
EMP-00221,Vivaan Rao,M,32,Finance,Controllership,M2,Guwahati,2024-04-21,1.7,40369,55000,0.734,1.1,9,3.8,4,Hybrid,0,,,EMP-00498
EMP-00222,Aadhya Mehta,F,26,Manufacturing,Production,M2,Jaipur,2020-08-09,5.4,54945,55000,0.999,1.6,9,3.4,3,On-site,0,,,EMP-02036
EMP-00223,Diya Patel,M,42,Manufacturing,Production,M3,Indore,2025-02-07,0.9,72069,85000,0.848,0.1,8,4.2,2,On-site,0,,,EMP-02624
EMP-00224,Navya Deshpande,F,28,IT,Data & Analytics,M5,Jaipur,2021-01-02,5.0,191261,230000,0.832,0.2,7,4.5,3,Hybrid,0,,,EMP-00673
EMP-00225,Diya Singh,M,37,Marketing,Digital,M1,Cuttack,2010-08-12,15.4,36462,35000,1.042,7.7,6,3.4,3,Hybrid,1,2025-12-15,no recent promotion,EMP-01135
EMP-00226,Simran Patel,F,33,IT,Data & Analytics,M5,Cuttack,2024-10-20,1.2,209935,230000,0.913,0.1,5,3.0,3,Hybrid,0,,,EMP-03989
EMP-00227,Diya Rao,M,26,IT,Applications,M1,Noida,2020-08-09,5.4,28186,35000,0.805,4.6,33,4.9,3,Hybrid,0,,,EMP-00088
EMP-00228,Vivaan Reddy,M,29,Legal,Compliance,M2,Ahmedabad,2020-05-29,5.6,66654,55000,1.212,2.5,23,3.2,3,On-site,0,,,EMP-01410
EMP-00229,Navya Mishra,M,45,Sales,Key Accounts,M3,Nagpur,2025-09-14,0.3,97513,85000,1.147,0.0,12,4.5,3,On-site,0,,,EMP-03049
EMP-00230,Reyansh Sharma,M,36,Manufacturing,Maintenance,M1,Cuttack,2021-07-04,4.5,24500,35000,0.7,0.6,8,3.6,4,On-site,0,,,EMP-02257
EMP-00231,Ishaan Das,M,26,Sales,Field Sales,M1,Rudrapur,2023-02-08,2.9,26743,35000,0.764,2.9,15,5.0,3,On-site,0,,,EMP-02081
EMP-00232,Krishna Singh,F,36,IT,Data & Analytics,M2,Noida,2023-07-04,2.5,60222,55000,1.095,0.1,21,2.6,2,On-site,0,,,EMP-03822
EMP-00233,Saanvi Mehta,F,33,Marketing,Digital,M5,Hyderabad,2017-09-16,8.3,219517,230000,0.954,2.6,1,2.6,2,On-site,0,,,EMP-01873
EMP-00234,Meera Patel,M,59,Manufacturing,Quality,M3,Guwahati,2024-07-03,1.5,105408,85000,1.24,1.5,4,4.2,4,Hybrid,0,,,EMP-03084
EMP-00235,Neha Malhotra,F,36,Finance,Controllership,M5,Bengaluru,2010-08-12,15.4,252681,230000,1.099,4.4,25,2.4,4,On-site,0,,,EMP-01706
EMP-00236,Neha Ahmed,F,31,Finance,Controllership,M4,Indore,2023-03-17,2.8,146708,140000,1.048,2.8,13,3.5,4,Hybrid,0,,,EMP-02691
EMP-00237,Ananya Mukherjee,F,45,Finance,Controllership,M2,Indore,2025-09-14,0.3,46008,55000,0.837,0.3,6,4.8,4,Hybrid,0,,,EMP-01515
EMP-00238,Sunita Yadav,M,21,Customer Service,Distributor Care,M4,Ahmedabad,2025-08-08,0.4,151008,140000,1.079,0.4,29,1.8,3,Remote,0,,,EMP-03990
EMP-00239,Deepak Yadav,M,35,Legal,Compliance,M1,Pune,2019-02-09,6.9,27856,35000,0.796,1.3,5,3.8,2,On-site,0,,,EMP-00930
EMP-00240,Arjun Iyer,F,50,Supply Chain,Planning,M1,Nagpur,2020-03-16,5.8,42309,35000,1.209,2.5,1,4.5,4,On-site,0,,,EMP-03021
EMP-00241,Rohan Yadav,M,33,IT,Data & Analytics,M4,Noida,2021-03-16,4.8,149456,140000,1.068,1.1,4,3.4,3,On-site,0,,,EMP-00023
EMP-00242,Ishaan Malhotra,M,21,Supply Chain,Logistics,M4,Indore,2025-08-08,0.4,121524,140000,0.868,0.4,31,2.6,4,Hybrid,0,,,EMP-03103
EMP-00243,Aadhya Rao,M,31,HR,Payroll,M1,Bengaluru,2022-01-02,4.0,39506,35000,1.129,2.2,5,3.2,3,Hybrid,0,,,EMP-01501
EMP-00244,Karan Das,M,46,Legal,Contracts,M2,Chennai,2004-01-07,22.0,74725,55000,1.359,0.9,10,2.6,1,Hybrid,0,,,EMP-02291
EMP-00245,Neha Singh,M,37,Finance,FP&A,M3,Hyderabad,2020-04-22,5.7,82040,85000,0.965,2.0,6,3.5,2,On-site,1,2025-05-21,low performance rating,EMP-02051
EMP-00246,Rajesh Bose,M,27,Manufacturing,Production,M4,Ahmedabad,2024-11-26,1.1,152329,140000,1.088,0.7,17,3.2,3,On-site,0,,,EMP-02789
EMP-00247,Anika Mishra,M,29,Legal,Contracts,M3,Hyderabad,2020-01-03,6.0,79127,85000,0.931,0.3,13,2.9,3,Hybrid,1,2025-09-26,low engagement,EMP-01115
EMP-00248,Aditya Joshi,M,30,Customer Service,Consumer Care,M2,Kanpur,2025-09-14,0.3,55751,55000,1.014,0.3,2,3.8,3,On-site,0,,,EMP-00327
EMP-00249,Sunita Pillai,M,37,Manufacturing,Production,M2,Nagpur,2024-07-03,1.5,41736,55000,0.759,0.3,2,4.8,2,Remote,0,,,EMP-00333
EMP-00250,Aadhya Chauhan,M,45,Sales,Sales Ops,M2,Jaipur,2016-07-05,9.5,54995,55000,1.0,0.5,12,3.7,3,Hybrid,0,,,EMP-02537
EMP-00251,Karan Mehta,M,42,Customer Service,Distributor Care,M3,Noida,2019-10-22,6.2,85593,85000,1.007,4.5,1,4.6,4,Hybrid,0,,,EMP-00342
EMP-00252,Rohan Singh,M,38,Sales,Key Accounts,M4,Rudrapur,2020-01-03,6.0,180298,140000,1.288,1.8,32,4.8,4,Hybrid,0,,,EMP-03736
EMP-00253,Anika Verma,M,23,Manufacturing,Maintenance,M2,Kolkata,2021-10-21,4.2,39204,55000,0.713,0.1,14,2.9,4,On-site,1,2025-10-28,below-band pay,EMP-00645
EMP-00254,Myra Chauhan,F,23,Finance,Accounts Payable,M1,Cuttack,2017-11-28,8.1,33427,35000,0.955,8.1,70,3.6,3,On-site,0,,,EMP-02251
EMP-00255,Ishaan Chauhan,M,38,Supply Chain,Warehouse,M1,Ludhiana,2024-08-09,1.4,42213,35000,1.206,0.4,30,3.0,3,On-site,0,,,EMP-00958
EMP-00256,Imran Pillai,M,23,IT,Data & Analytics,M3,Noida,2015-01-04,11.0,81712,85000,0.961,1.2,16,2.1,3,Hybrid,0,,,EMP-02895
EMP-00257,Zoya Rao,M,32,Legal,Compliance,M4,Bengaluru,2019-10-22,6.2,136162,140000,0.973,0.4,13,3.7,2,Hybrid,0,,,EMP-01188
EMP-00258,Sai Malhotra,M,36,Legal,Compliance,M1,Ludhiana,2025-08-08,0.4,30334,35000,0.867,0.4,43,2.5,1,On-site,1,2025-07-19,low performance rating,EMP-01580
EMP-00259,Farhan Malhotra,M,25,Finance,Accounts Payable,M1,Noida,2019-04-23,6.7,29777,35000,0.851,2.1,11,3.8,4,On-site,1,2025-12-21,below-band pay,EMP-01677
EMP-00260,Sunita Gupta,F,26,IT,Applications,M3,Indore,2022-09-15,3.3,60168,85000,0.708,2.6,23,2.0,3,On-site,1,2025-01-17,low engagement,EMP-02182
EMP-00261,Ananya Mukherjee,M,33,Sales,Sales Ops,M1,Pune,2022-09-15,3.3,31476,35000,0.899,1.3,8,3.6,1,On-site,0,,,EMP-02339
EMP-00262,Pooja Joshi,M,38,Supply Chain,Warehouse,M4,Guwahati,2019-03-17,6.8,117838,140000,0.842,6.8,14,2.0,3,Remote,1,2025-04-12,low engagement,EMP-02525
EMP-00263,Imran Kaur,M,42,IT,Applications,M2,Cuttack,2024-03-15,1.8,56039,55000,1.019,1.8,20,4.0,3,On-site,0,,,EMP-02178
EMP-00264,Zoya Mukherjee,M,39,Sales,Sales Ops,M1,Ahmedabad,2025-09-14,0.3,30589,35000,0.874,0.3,20,3.0,3,On-site,0,,,EMP-03579
EMP-00265,Meera Reddy,M,35,IT,Infrastructure,M5,Pune,2013-01-04,13.0,212351,230000,0.923,0.2,19,3.0,4,On-site,0,,,EMP-00023
EMP-00266,Rahul Kulkarni,F,28,HR,Talent Acquisition,M1,Pune,2013-01-04,13.0,32468,35000,0.928,3.0,7,4.4,4,Hybrid,0,,,EMP-00959
EMP-00267,Neha Mukherjee,M,25,Legal,Contracts,M1,Noida,2020-01-03,6.0,34730,35000,0.992,6.0,13,3.1,4,On-site,0,,,EMP-02918
EMP-00268,Farhan Kulkarni,M,30,HR,HRBP,M1,Bengaluru,2019-10-22,6.2,32040,35000,0.915,4.0,12,3.5,4,On-site,0,,,EMP-01320
EMP-00269,Zoya Chatterjee,M,37,IT,Applications,M1,Hyderabad,2019-07-05,6.5,29054,35000,0.83,0.1,4,3.2,3,On-site,0,,,EMP-01125
EMP-00270,Myra Pillai,M,37,Customer Service,Distributor Care,M1,Indore,2006-04-26,19.7,35480,35000,1.014,3.7,45,3.9,4,On-site,0,,,EMP-01032
EMP-00271,Sanjay Khan,M,21,Legal,Contracts,M1,Bengaluru,2025-08-08,0.4,40978,35000,1.171,0.4,2,4.3,4,On-site,0,,,EMP-01538
EMP-00272,Sneha Khan,M,28,Supply Chain,Logistics,M1,Pune,2025-10-20,0.2,35719,35000,1.021,0.2,11,4.2,3,Hybrid,0,,,EMP-03543
EMP-00273,Aditya Rao,M,44,Finance,Controllership,M1,Nagpur,2024-09-14,1.3,31585,35000,0.902,0.6,24,3.0,4,Hybrid,0,,,EMP-00862
EMP-00274,Aarohi Yadav,M,35,HR,Talent Acquisition,M3,Nagpur,2022-05-28,3.6,83325,85000,0.98,0.1,1,4.5,5,On-site,0,,,EMP-00430
EMP-00275,Aadhya Banerjee,M,23,Finance,Accounts Payable,M3,Chennai,2020-03-16,5.8,59500,85000,0.7,0.0,2,2.6,4,On-site,0,,,EMP-01241
EMP-00276,Anika Das,F,53,Sales,Field Sales,M2,Jaipur,2023-02-08,2.9,53773,55000,0.978,1.7,25,2.7,3,On-site,0,,,EMP-03509
EMP-00277,Saanvi Mehta,F,34,R&D,Product Dev,M2,Kolkata,2021-07-04,4.5,51477,55000,0.936,0.1,10,3.3,3,On-site,1,2025-08-05,below-band pay,EMP-01751
EMP-00278,Deepak Yadav,M,37,Customer Service,Distributor Care,M2,Chennai,2023-08-09,2.4,46786,55000,0.851,1.0,12,4.3,4,On-site,0,,,EMP-02218
EMP-00279,Pooja Pillai,M,37,Sales,Key Accounts,M4,Pune,2023-05-28,2.6,123153,140000,0.88,2.6,16,2.3,4,Hybrid,0,,,EMP-01593
EMP-00280,Ananya Mishra,M,31,Marketing,Digital,M4,Pune,2024-03-15,1.8,130811,140000,0.934,1.8,1,4.2,1,On-site,0,,,EMP-02580
EMP-00281,Neha Shah,M,28,Sales,Field Sales,M1,Bengaluru,2022-04-22,3.7,40558,35000,1.159,3.7,23,3.4,3,On-site,1,2025-04-05,no recent promotion,EMP-00343
EMP-00282,Simran Gupta,M,51,Sales,Key Accounts,M1,Nagpur,2025-07-03,0.5,41116,35000,1.175,0.5,4,3.0,3,On-site,0,,,EMP-00382
EMP-00283,Ishaan Joshi,M,42,R&D,Packaging Dev,M1,Rudrapur,2025-09-14,0.3,29802,35000,0.851,0.3,17,4.4,3,On-site,0,,,EMP-01996
EMP-00284,Sai Mehta,M,41,Legal,Compliance,M1,Nagpur,2023-03-17,2.8,32099,35000,0.917,2.8,20,2.7,4,On-site,1,2025-12-22,low engagement,EMP-00338
EMP-00285,Kavya Mukherjee,M,39,Customer Service,Consumer Care,M2,Bengaluru,2024-04-21,1.7,50665,55000,0.921,1.7,34,5.0,3,On-site,0,,,EMP-01959
EMP-00286,Priya Patel,M,26,Customer Service,Distributor Care,M2,Indore,2024-03-15,1.8,62124,55000,1.13,1.3,2,3.2,3,Hybrid,0,,,EMP-00780
EMP-00287,Sneha Verma,M,44,Supply Chain,Planning,M1,Jaipur,2016-09-16,9.3,35815,35000,1.023,4.5,2,3.5,3,On-site,0,,,EMP-03626
EMP-00288,Meera Mukherjee,F,27,Sales,Field Sales,M2,Guwahati,2004-01-07,22.0,55817,55000,1.015,1.3,22,4.8,3,On-site,0,,,EMP-03963
EMP-00289,Sunita Singh,M,36,Customer Service,Distributor Care,M2,Ahmedabad,2022-03-16,3.8,59719,55000,1.086,2.7,12,3.6,4,Remote,0,,,EMP-02653
EMP-00290,Deepak Banerjee,F,21,Manufacturing,Quality,M1,Indore,2025-04-21,0.7,31660,35000,0.905,0.7,2,4.5,2,On-site,0,,,EMP-00222
EMP-00291,Meera Bose,F,21,Supply Chain,Warehouse,M4,Indore,2019-11-28,6.1,170551,140000,1.218,2.8,6,1.6,1,Hybrid,0,,,EMP-01863
EMP-00292,Vikram Kaur,F,37,Manufacturing,Maintenance,M1,Kanpur,2022-09-15,3.3,34990,35000,1.0,1.6,41,3.0,4,On-site,1,2025-05-28,long commute,EMP-00116
EMP-00293,Zoya Singh,M,28,R&D,Packaging Dev,M5,Cuttack,2020-04-22,5.7,198502,230000,0.863,1.3,11,3.8,3,On-site,0,,,EMP-02999
EMP-00294,Myra Das,F,21,Manufacturing,Quality,M1,Ahmedabad,2022-01-02,4.0,33714,35000,0.963,1.6,33,4.4,3,On-site,0,,,EMP-02288
EMP-00295,Vivaan Reddy,M,38,Finance,Controllership,M4,Cuttack,2025-07-03,0.5,167595,140000,1.197,0.5,19,4.1,3,Hybrid,0,,,EMP-00955
EMP-00296,Kavya Patel,M,51,IT,Applications,M4,Hyderabad,2021-10-21,4.2,130477,140000,0.932,4.2,24,4.0,4,Hybrid,0,,,EMP-02436
EMP-00297,Navya Khan,M,45,Manufacturing,Production,M6,Kanpur,2021-11-27,4.1,437733,380000,1.152,2.5,4,4.4,2,On-site,0,,,
EMP-00298,Arjun Kaur,M,32,R&D,Product Dev,M4,Chennai,2011-07-07,14.5,125992,140000,0.9,2.6,11,3.8,3,On-site,0,,,EMP-02999
EMP-00299,Sai Mehta,F,34,Finance,Accounts Payable,M3,Hyderabad,2016-05-29,9.6,74587,85000,0.877,0.3,11,1.5,2,On-site,1,2025-07-14,low engagement,EMP-02377
EMP-00300,Imran Mukherjee,M,41,R&D,Product Dev,M3,Cuttack,2008-08-13,17.4,93971,85000,1.106,4.4,20,4.7,4,On-site,0,,,EMP-02633
EMP-00301,Karan Khan,M,43,R&D,Product Dev,M3,Nagpur,2014-08-11,11.4,73114,85000,0.86,3.5,11,2.6,3,On-site,1,2025-06-28,low engagement,EMP-00298
EMP-00302,Sai Malhotra,M,31,Sales,Key Accounts,M1,Kolkata,2025-07-03,0.5,39606,35000,1.132,0.1,17,3.7,4,Remote,0,,,EMP-02284
EMP-00303,Myra Mishra,M,34,R&D,Packaging Dev,M2,Jaipur,2025-09-14,0.3,58094,55000,1.056,0.3,31,3.6,4,On-site,0,,,EMP-00657
EMP-00304,Aarohi Iyer,F,36,Manufacturing,Quality,M2,Cuttack,2017-08-10,8.4,47312,55000,0.86,1.0,6,3.4,4,On-site,0,,,EMP-00621
EMP-00305,Krishna Gupta,F,38,IT,Data & Analytics,M4,Kanpur,2019-11-28,6.1,138400,140000,0.989,0.2,6,2.4,3,On-site,0,,,EMP-03772
EMP-00306,Neha Verma,M,33,R&D,Packaging Dev,M2,Noida,2025-08-08,0.4,50171,55000,0.912,0.4,5,1.7,2,On-site,0,,,EMP-00858
EMP-00307,Karan Rao,M,33,R&D,Product Dev,M2,Chennai,2025-05-27,0.6,58071,55000,1.056,0.6,5,2.5,4,Remote,0,,,EMP-02711
